zipcode,subdistrict,province
10200,พระบรมมหาราชวัง,กรุงเทพมหานคร
10200,วังบูรพาภิรมย์,กรุงเทพมหานคร
10200,วัดราชบพิธ,กรุงเทพมหานคร
10200,สำราญราษฎร์,กรุงเทพมหานคร
10200,ศาลเจ้าพ่อเสือ,กรุงเทพมหานคร
10200,เสาชิงช้า,กรุงเทพมหานคร
10200,บวรนิเวศ,กรุงเทพมหานคร
10200,ตลาดยอด,กรุงเทพมหานคร
10200,ชนะสงคราม,กรุงเทพมหานคร
10200,บ้านพานถม,กรุงเทพมหานคร
10200,บางขุนพรหม,กรุงเทพมหานคร
10200,วัดสามพระยา,กรุงเทพมหานคร
10300,ดุสิต,กรุงเทพมหานคร
10300,วชิรพยาบาล,กรุงเทพมหานคร
10300,สวนจิตรลดา,กรุงเทพมหานคร
10300,สี่แยกมหานาค,กรุงเทพมหานคร
10300,ถนนนครไชยศรี,กรุงเทพมหานคร
10530,กระทุ่มราย,กรุงเทพมหานคร
10530,หนองจอก,กรุงเทพมหานคร
10530,คลองสิบ,กรุงเทพมหานคร
10530,คลองสิบสอง,กรุงเทพมหานคร
10530,โคกแฝด,กรุงเทพมหานคร
10530,คู้ฝั่งเหนือ,กรุงเทพมหานคร
10530,ลำผักชี,กรุงเทพมหานคร
10530,ลำต้อยติ่ง,กรุงเทพมหานคร
10500,มหาพฤฒาราม,กรุงเทพมหานคร
10500,สีลม,กรุงเทพมหานคร
10500,สุริยวงศ์,กรุงเทพมหานคร
10500,บางรัก,กรุงเทพมหานคร
10500,สี่พระยา,กรุงเทพมหานคร
10220,อนุสาวรีย์,กรุงเทพมหานคร
10220,ท่าแร้ง,กรุงเทพมหานคร
10240,คลองจั่น,กรุงเทพมหานคร
10240,หัวหมาก,กรุงเทพมหานคร
10330,รองเมือง,กรุงเทพมหานคร
10330,วังใหม่,กรุงเทพมหานคร
10330,ปทุมวัน,กรุงเทพมหานคร
10330,ลุมพินี,กรุงเทพมหานคร
10100,ป้อมปราบ,กรุงเทพมหานคร
10100,วัดเทพศิรินทร์,กรุงเทพมหานคร
10100,คลองมหานาค,กรุงเทพมหานคร
10100,บ้านบาตร,กรุงเทพมหานคร
10100,วัดโสมนัส,กรุงเทพมหานคร
10260,บางจาก,กรุงเทพมหานคร
10510,มีนบุรี,กรุงเทพมหานคร
10510,แสนแสบ,กรุงเทพมหานคร
10520,ลาดกระบัง,กรุงเทพมหานคร
10520,คลองสองต้นนุ่น,กรุงเทพมหานคร
10520,คลองสามประเวศ,กรุงเทพมหานคร
10520,ลำปลาทิว,กรุงเทพมหานคร
10520,ทับยาว,กรุงเทพมหานคร
10520,ขุมทอง,กรุงเทพมหานคร
10120,ช่องนนทรี,กรุงเทพมหานคร
10120,บางโพงพาง,กรุงเทพมหานคร
10100,จักรวรรดิ,กรุงเทพมหานคร
10100,สัมพันธวงศ์,กรุงเทพมหานคร
10100,ตลาดน้อย,กรุงเทพมหานคร
10400,สามเสนใน,กรุงเทพมหานคร
10600,วัดกัลยาณ์,กรุงเทพมหานคร
10600,หิรัญรูจี,กรุงเทพมหานคร
10600,บางยี่เรือ,กรุงเทพมหานคร
10600,บุคคโล,กรุงเทพมหานคร
10600,ตลาดพลู,กรุงเทพมหานคร
10600,ดาวคะนอง,กรุงเทพมหานคร
10600,สำเหร่,กรุงเทพมหานคร
10600,วัดอรุณ,กรุงเทพมหานคร
10600,วัดท่าพระ,กรุงเทพมหานคร
10310,ห้วยขวาง,กรุงเทพมหานคร
10310,บางกะปิ,กรุงเทพมหานคร
10310,สามเสนนอก,กรุงเทพมหานคร
10600,สมเด็จเจ้าพระยา,กรุงเทพมหานคร
10600,คลองสาน,กรุงเทพมหานคร
10600,บางลำภูล่าง,กรุงเทพมหานคร
10600,คลองต้นไทร,กรุงเทพมหานคร
10170,คลองชักพระ,กรุงเทพมหานคร
10170,ตลิ่งชัน,กรุงเทพมหานคร
10170,ฉิมพลี,กรุงเทพมหานคร
10170,บางพรม,กรุงเทพมหานคร
10170,บางระมาด,กรุงเทพมหานคร
10170,บางเชือกหนัง,กรุงเทพมหานคร
10700,ศิริราช,กรุงเทพมหานคร
10700,บ้านช่างหล่อ,กรุงเทพมหานคร
10700,บางขุนนนท์,กรุงเทพมหานคร
10700,บางขุนศรี,กรุงเทพมหานคร
10700,อรุณอมรินทร์,กรุงเทพมหานคร
10150,ท่าข้าม,กรุงเทพมหานคร
10150,แสมดำ,กรุงเทพมหานคร
10160,บางหว้า,กรุงเทพมหานคร
10160,บางด้วน,กรุงเทพมหานคร
10160,บางจาก,กรุงเทพมหานคร
10160,บางแวก,กรุงเทพมหานคร
10160,คลองขวาง,กรุงเทพมหานคร
10160,ปากคลองภาษีเจริญ,กรุงเทพมหานคร
10160,คูหาสวรรค์,กรุงเทพมหานคร
10160,หนองแขม,กรุงเทพมหานคร
10160,หนองค้างพลู,กรุงเทพมหานคร
10140,ราษฎร์บูรณะ,กรุงเทพมหานคร
10140,บางปะกอก,กรุงเทพมหานคร
10700,บางพลัด,กรุงเทพมหานคร
10700,บางอ้อ,กรุงเทพมหานคร
10700,บางบำหรุ,กรุงเทพมหานคร
10700,บางยี่ขัน,กรุงเทพมหานคร
10400,ดินแดง,กรุงเทพมหานคร
10240,คลองกุ่ม,กรุงเทพมหานคร
10240,นวมินทร์,กรุงเทพมหานคร
10240,นวลจันทร์,กรุงเทพมหานคร
10120,ทุ่งวัดดอน,กรุงเทพมหานคร
10120,ยานนาวา,กรุงเทพมหานคร
10120,ทุ่งมหาเมฆ,กรุงเทพมหานคร
10800,บางซื่อ,กรุงเทพมหานคร
10800,วงศ์สว่าง,กรุงเทพมหานคร
10900,ลาดยาว,กรุงเทพมหานคร
10900,เสนานิคม,กรุงเทพมหานคร
10900,จันทรเกษม,กรุงเทพมหานคร
10900,จอมพล,กรุงเทพมหานคร
10900,จตุจักร,กรุงเทพมหานคร
10120,บางคอแหลม,กรุงเทพมหานคร
10120,วัดพระยาไกร,กรุงเทพมหานคร
10120,บางโคล่,กรุงเทพมหานคร
10250,ประเวศ,กรุงเทพมหานคร
10250,หนองบอน,กรุงเทพมหานคร
10250,ดอกไม้,กรุงเทพมหานคร
10110,คลองเตย,กรุงเทพมหานคร
10110,คลองตัน,กรุงเทพมหานคร
10110,พระโขนง,กรุงเทพมหานคร
10250,สวนหลวง,กรุงเทพมหานคร
10150,บางขุนเทียน,กรุงเทพมหานคร
10150,บางค้อ,กรุงเทพมหานคร
10150,บางมด,กรุงเทพมหานคร
10150,จอมทอง,กรุงเทพมหานคร
10210,สีกัน,กรุงเทพมหานคร
10210,ดอนเมือง,กรุงเทพมหานคร
10210,สนามบิน,กรุงเทพมหานคร
10400,ทุ่งพญาไท,กรุงเทพมหานคร
10400,ถนนพญาไท,กรุงเทพมหานคร
10400,ถนนเพชรบุรี,กรุงเทพมหานคร
10400,มักกะสัน,กรุงเทพมหานคร
10230,ลาดพร้าว,กรุงเทพมหานคร
10230,จรเข้บัว,กรุงเทพมหานคร
10110,คลองเตยเหนือ,กรุงเทพมหานคร
10110,คลองตันเหนือ,กรุงเทพมหานคร
10110,พระโขนงเหนือ,กรุงเทพมหานคร
10160,บางแค,กรุงเทพมหานคร
10160,บางแคเหนือ,กรุงเทพมหานคร
10160,บางไผ่,กรุงเทพมหานคร
10160,หลักสอง,กรุงเทพมหานคร
10210,ทุ่งสองห้อง,กรุงเทพมหานคร
10210,ตลาดบางเขน,กรุงเทพมหานคร
10220,สายไหม,กรุงเทพมหานคร
10220,ออเงิน,กรุงเทพมหานคร
10220,คลองถนน,กรุงเทพมหานคร
10230,คันนายาว,กรุงเทพมหานคร
10230,รามอินทรา,กรุงเทพมหานคร
10240,สะพานสูง,กรุงเทพมหานคร
10310,วังทองหลาง,กรุงเทพมหานคร
10310,สะพานสอง,กรุงเทพมหานคร
10310,คลองเจ้าคุณสิงห์,กรุงเทพมหานคร
10310,พลับพลา,กรุงเทพมหานคร
10510,สามวาตะวันตก,กรุงเทพมหานคร
10510,สามวาตะวันออก,กรุงเทพมหานคร
10510,บางชัน,กรุงเทพมหานคร
10510,ทรายกองดิน,กรุงเทพมหานคร
10510,ทรายกองดินใต้,กรุงเทพมหานคร
10260,บางนา,กรุงเทพมหานคร
10170,ทวีวัฒนา,กรุงเทพมหานคร
10170,ศาลาธรรมสพน์,กรุงเทพมหานคร
10140,บางมด,กรุงเทพมหานคร
10140,ทุ่งครุ,กรุงเทพมหานคร
10150,บางบอน,กรุงเทพมหานคร
10270,ปากน้ำ,สมุทรปราการ
10270,สำโรงเหนือ,สมุทรปราการ
10270,บางเมือง,สมุทรปราการ
10280,ท้ายบ้าน,สมุทรปราการ
10280,บางปูใหม่,สมุทรปราการ
10280,แพรกษา,สมุทรปราการ
10270,บางโปรง,สมุทรปราการ
10280,บางปู,สมุทรปราการ
10270,บางด้วน,สมุทรปราการ
10270,บางเมืองใหม่,สมุทรปราการ
10270,เทพารักษ์,สมุทรปราการ
10280,ท้ายบ้านใหม่,สมุทรปราการ
10280,แพรกษาใหม่,สมุทรปราการ
10560,บางบ่อ,สมุทรปราการ
10560,บ้านระกาศ,สมุทรปราการ
10560,บางพลีน้อย,สมุทรปราการ
10560,บางเพรียง,สมุทรปราการ
10550,คลองด่าน,สมุทรปราการ
10560,คลองสวน,สมุทรปราการ
10560,เปร็ง,สมุทรปราการ
10560,คลองนิยมยาตรา,สมุทรปราการ
10540,บางพลีใหญ่,สมุทรปราการ
10540,บางแก้ว,สมุทรปราการ
10540,บางปลา,สมุทรปราการ
10540,บางโฉลง,สมุทรปราการ
10540,ราชาเทวะ,สมุทรปราการ
10540,หนองปรือ,สมุทรปราการ
10130,ตลาด,สมุทรปราการ
10130,บางพึ่ง,สมุทรปราการ
10130,บางจาก,สมุทรปราการ
10130,บางครุ,สมุทรปราการ
10130,บางหญ้าแพรก,สมุทรปราการ
10130,บางหัวเสือ,สมุทรปราการ
10130,สำโรงใต้,สมุทรปราการ
10130,บางยอ,สมุทรปราการ
10130,บางกะเจ้า,สมุทรปราการ
10130,บางน้ำผึ้ง,สมุทรปราการ
10130,บางกระสอบ,สมุทรปราการ
10130,บางกอบัว,สมุทรปราการ
10130,ทรงคนอง,สมุทรปราการ
10130,สำโรง,สมุทรปราการ
10130,สำโรงกลาง,สมุทรปราการ
10290,นาเกลือ,สมุทรปราการ
10290,บ้านคลองสวน,สมุทรปราการ
10290,แหลมฟ้าผ่า,สมุทรปราการ
10290,ปากคลองบางปลากด,สมุทรปราการ
10290,ในคลองบางปลากด,สมุทรปราการ
10540,บางเสาธง,สมุทรปราการ
10540,ศีรษะจรเข้น้อย,สมุทรปราการ
10540,ศีรษะจรเข้ใหญ่,สมุทรปราการ
11000,สวนใหญ่,นนทบุรี
11000,ตลาดขวัญ,นนทบุรี
11000,บางเขน,นนทบุรี
11000,บางกระสอ,นนทบุรี
11000,ท่าทราย,นนทบุรี
11000,บางไผ่,นนทบุรี
11000,บางศรีเมือง,นนทบุรี
11000,บางกร่าง,นนทบุรี
11000,ไทรม้า,นนทบุรี
11000,บางรักน้อย,นนทบุรี
11130,วัดชลอ,นนทบุรี
11130,บางกรวย,นนทบุรี
11130,บางสีทอง,นนทบุรี
11130,บางขนุน,นนทบุรี
11130,บางขุนกอง,นนทบุรี
11130,บางคูเวียง,นนทบุรี
11130,มหาสวัสดิ์,นนทบุรี
11130,ปลายบาง,นนทบุรี
11130,ศาลากลาง,นนทบุรี
11140,บางม่วง,นนทบุรี
11140,บางแม่นาง,นนทบุรี
11140,บางเลน,นนทบุรี
11140,เสาธงหิน,นนทบุรี
11140,บางใหญ่,นนทบุรี
11140,บ้านใหม่,นนทบุรี
11110,โสนลอย,นนทบุรี
11110,บางบัวทอง,นนทบุรี
11110,บางรักใหญ่,นนทบุรี
11110,บางคูรัด,นนทบุรี
11110,ละหาร,นนทบุรี
11110,ลำโพ,นนทบุรี
11110,พิมลราช,นนทบุรี
11110,บางรักพัฒนา,นนทบุรี
11150,ไทรน้อย,นนทบุรี
11150,ราษฎร์นิยม,นนทบุรี
11150,หนองเพรางาย,นนทบุรี
11150,ไทรใหญ่,นนทบุรี
11150,ขุนศรี,นนทบุรี
11150,คลองขวาง,นนทบุรี
11150,ทวีวัฒนา,นนทบุรี
11120,ปากเกร็ด,นนทบุรี
11120,บางตลาด,นนทบุรี
11120,บ้านใหม่,นนทบุรี
11120,บางพูด,นนทบุรี
11120,บางตะไนย์,นนทบุรี
11120,คลองพระอุดม,นนทบุรี
11120,ท่าอิฐ,นนทบุรี
11120,เกาะเกร็ด,นนทบุรี
11120,อ้อมเกร็ด,นนทบุรี
11120,คลองข่อย,นนทบุรี
11120,บางพลับ,นนทบุรี
11120,คลองเกลือ,นนทบุรี
12000,บางปรอก,ปทุมธานี
12000,บ้านใหม่,ปทุมธานี
12000,บ้านกลาง,ปทุมธานี
12000,บ้านฉาง,ปทุมธานี
12000,บ้านกระแชง,ปทุมธานี
12000,บางขะแยง,ปทุมธานี
12000,บางคูวัด,ปทุมธานี
12000,บางหลวง,ปทุมธานี
12000,บางเดื่อ,ปทุมธานี
12000,บางพูด,ปทุมธานี
12000,บางพูน,ปทุมธานี
12000,บางกะดี,ปทุมธานี
12000,สวนพริกไทย,ปทุมธานี
12000,หลักหก,ปทุมธานี
12120,คลองหนึ่ง,ปทุมธานี
12120,คลองสอง,ปทุมธานี
12120,คลองสาม,ปทุมธานี
12120,คลองสี่,ปทุมธานี
12120,คลองห้า,ปทุมธานี
12120,คลองหก,ปทุมธานี
12120,คลองเจ็ด,ปทุมธานี
12130,ประชาธิปัตย์,ปทุมธานี
12130,บึงยี่โถ,ปทุมธานี
12110,รังสิต,ปทุมธานี
12110,ลำผักกูด,ปทุมธานี
12110,บึงสนั่น,ปทุมธานี
12110,บึงน้ำรักษ์,ปทุมธานี
12170,บึงบา,ปทุมธานี
12170,บึงบอน,ปทุมธานี
12170,บึงกาสาม,ปทุมธานี
12170,บึงชำอ้อ,ปทุมธานี
12170,หนองสามวัง,ปทุมธานี
12170,ศาลาครุ,ปทุมธานี
12170,นพรัตน์,ปทุมธานี
12140,ระแหง,ปทุมธานี
12140,ลาดหลุมแก้ว,ปทุมธานี
12140,คูบางหลวง,ปทุมธานี
12140,คูขวาง,ปทุมธานี
12140,คลองพระอุดม,ปทุมธานี
12140,บ่อเงิน,ปทุมธานี
12140,หน้าไม้,ปทุมธานี
12130,คูคต,ปทุมธานี
12150,ลาดสวาย,ปทุมธานี
12150,บึงคำพร้อย,ปทุมธานี
12150,ลำลูกกา,ปทุมธานี
12150,บึงทองหลาง,ปทุมธานี
12150,ลำไทร,ปทุมธานี
12150,บึงคอไห,ปทุมธานี
12150,พืชอุดม,ปทุมธานี
12160,บางเตย,ปทุมธานี
12160,คลองควาย,ปทุมธานี
12160,สามโคก,ปทุมธานี
12160,กระแชง,ปทุมธานี
12160,บางโพธิ์เหนือ,ปทุมธานี
12160,เชียงรากใหญ่,ปทุมธานี
12160,บ้านปทุม,ปทุมธานี
12160,บ้านงิ้ว,ปทุมธานี
12160,เชียงรากน้อย,ปทุมธานี
12160,บางกระบือ,ปทุมธานี
12160,ท้ายเกาะ,ปทุมธานี
13000,ประตูชัย,พระนครศรีอยุธยา
13000,กะมัง,พระนครศรีอยุธยา
13000,หอรัตนไชย,พระนครศรีอยุธยา
13000,หัวรอ,พระนครศรีอยุธยา
13000,ท่าวาสุกรี,พระนครศรีอยุธยา
13000,ไผ่ลิง,พระนครศรีอยุธยา
13000,ปากกราน,พระนครศรีอยุธยา
13000,ภูเขาทอง,พระนครศรีอยุธยา
13000,สำเภาล่ม,พระนครศรีอยุธยา
13000,สวนพริก,พระนครศรีอยุธยา
13000,คลองตะเคียน,พระนครศรีอยุธยา
13000,วัดตูม,พระนครศรีอยุธยา
13000,หันตรา,พระนครศรีอยุธยา
13000,ลุมพลี,พระนครศรีอยุธยา
13000,บ้านใหม่,พระนครศรีอยุธยา
13000,บ้านเกาะ,พระนครศรีอยุธยา
13000,คลองสวนพลู,พระนครศรีอยุธยา
13000,คลองสระบัว,พระนครศรีอยุธยา
13000,เกาะเรียน,พระนครศรีอยุธยา
13000,บ้านป้อม,พระนครศรีอยุธยา
13000,บ้านรุน,พระนครศรีอยุธยา
13130,ท่าเรือ,พระนครศรีอยุธยา
13130,จำปา,พระนครศรีอยุธยา
13130,ท่าหลวง,พระนครศรีอยุธยา
13130,บ้านร่อม,พระนครศรีอยุธยา
13130,ศาลาลอย,พระนครศรีอยุธยา
13130,วังแดง,พระนครศรีอยุธยา
13130,โพธิ์เอน,พระนครศรีอยุธยา
13130,ปากท่า,พระนครศรีอยุธยา
13130,หนองขนาก,พระนครศรีอยุธยา
13130,ท่าเจ้าสนุก,พระนครศรีอยุธยา
13260,นครหลวง,พระนครศรีอยุธยา
13260,ท่าช้าง,พระนครศรีอยุธยา
13260,บ่อโพง,พระนครศรีอยุธยา
13260,บ้านชุ้ง,พระนครศรีอยุธยา
13260,ปากจั่น,พระนครศรีอยุธยา
13260,บางระกำ,พระนครศรีอยุธยา
13260,บางพระครู,พระนครศรีอยุธยา
13260,แม่ลา,พระนครศรีอยุธยา
13260,หนองปลิง,พระนครศรีอยุธยา
13260,คลองสะแก,พระนครศรีอยุธยา
13260,สามไถ,พระนครศรีอยุธยา
13260,พระนอน,พระนครศรีอยุธยา
13190,บางไทร,พระนครศรีอยุธยา
13190,บางพลี,พระนครศรีอยุธยา
13190,สนามชัย,พระนครศรีอยุธยา
13190,บ้านแป้ง,พระนครศรีอยุธยา
13190,หน้าไม้,พระนครศรีอยุธยา
13190,บางยี่โท,พระนครศรีอยุธยา
13190,แคออก,พระนครศรีอยุธยา
13190,แคตก,พระนครศรีอยุธยา
13190,ช่างเหล็ก,พระนครศรีอยุธยา
13190,กระแชง,พระนครศรีอยุธยา
13190,บ้านกลึง,พระนครศรีอยุธยา
13190,ช้างน้อย,พระนครศรีอยุธยา
13190,ห่อหมก,พระนครศรีอยุธยา
13190,ไผ่พระ,พระนครศรีอยุธยา
13190,กกแก้วบูรพา,พระนครศรีอยุธยา
13190,ไม้ตรา,พระนครศรีอยุธยา
13190,บ้านม้า,พระนครศรีอยุธยา
13190,บ้านเกาะ,พระนครศรีอยุธยา
13290,ราชคราม,พระนครศรีอยุธยา
13290,ช้างใหญ่,พระนครศรีอยุธยา
13290,โพแตง,พระนครศรีอยุธยา
13290,เชียงรากน้อย,พระนครศรีอยุธยา
13190,โคกช้าง,พระนครศรีอยุธยา
13250,บางบาล,พระนครศรีอยุธยา
13250,วัดยม,พระนครศรีอยุธยา
13250,ไทรน้อย,พระนครศรีอยุธยา
13250,สะพานไทย,พระนครศรีอยุธยา
13250,มหาพราหมณ์,พระนครศรีอยุธยา
13250,กบเจา,พระนครศรีอยุธยา
13250,บ้านคลัง,พระนครศรีอยุธยา
13250,พระขาว,พระนครศรีอยุธยา
13250,น้ำเต้า,พระนครศรีอยุธยา
13250,ทางช้าง,พระนครศรีอยุธยา
13250,วัดตะกู,พระนครศรีอยุธยา
13250,บางหลวง,พระนครศรีอยุธยา
13250,บางหลวงโดด,พระนครศรีอยุธยา
13250,บางหัก,พระนครศรีอยุธยา
13250,บางชะนี,พระนครศรีอยุธยา
13250,บ้านกุ่ม,พระนครศรีอยุธยา
13160,บ้านเลน,พระนครศรีอยุธยา
13180,เชียงรากน้อย,พระนครศรีอยุธยา
13160,บ้านโพ,พระนครศรีอยุธยา
13160,บ้านกรด,พระนครศรีอยุธยา
13160,บางกระสั้น,พระนครศรีอยุธยา
13160,คลองจิก,พระนครศรีอยุธยา
13160,บ้านหว้า,พระนครศรีอยุธยา
13160,วัดยม,พระนครศรีอยุธยา
13160,บางประแดง,พระนครศรีอยุธยา
13160,สามเรือน,พระนครศรีอยุธยา
13160,เกาะเกิด,พระนครศรีอยุธยา
13160,บ้านพลับ,พระนครศรีอยุธยา
13160,บ้านแป้ง,พระนครศรีอยุธยา
13160,คุ้งลาน,พระนครศรีอยุธยา
13160,ตลิ่งชัน,พระนครศรีอยุธยา
13170,บ้านสร้าง,พระนครศรีอยุธยา
13160,ตลาดเกรียบ,พระนครศรีอยุธยา
13160,ขนอนหลวง,พระนครศรีอยุธยา
13220,บางปะหัน,พระนครศรีอยุธยา
13220,ขยาย,พระนครศรีอยุธยา
13220,บางเดื่อ,พระนครศรีอยุธยา
13220,เสาธง,พระนครศรีอยุธยา
13220,ทางกลาง,พระนครศรีอยุธยา
13220,บางเพลิง,พระนครศรีอยุธยา
13220,หันสัง,พระนครศรีอยุธยา
13220,บางนางร้า,พระนครศรีอยุธยา
13220,ตานิม,พระนครศรีอยุธยา
13220,ทับน้ำ,พระนครศรีอยุธยา
13220,บ้านม้า,พระนครศรีอยุธยา
13220,ขวัญเมือง,พระนครศรีอยุธยา
13220,บ้านลี่,พระนครศรีอยุธยา
13220,โพธิ์สามต้น,พระนครศรีอยุธยา
13220,พุทเลา,พระนครศรีอยุธยา
13220,ตาลเอน,พระนครศรีอยุธยา
13220,บ้านขล้อ,พระนครศรีอยุธยา
13120,ผักไห่,พระนครศรีอยุธยา
13120,อมฤต,พระนครศรีอยุธยา
13120,บ้านแค,พระนครศรีอยุธยา
13120,ลาดน้ำเค็ม,พระนครศรีอยุธยา
13120,ตาลาน,พระนครศรีอยุธยา
13120,ท่าดินแดง,พระนครศรีอยุธยา
13280,ดอนลาน,พระนครศรีอยุธยา
13280,นาคู,พระนครศรีอยุธยา
13120,กุฎี,พระนครศรีอยุธยา
13280,ลำตะเคียน,พระนครศรีอยุธยา
13120,โคกช้าง,พระนครศรีอยุธยา
13280,จักราช,พระนครศรีอยุธยา
13280,หนองน้ำใหญ่,พระนครศรีอยุธยา
13120,ลาดชิด,พระนครศรีอยุธยา
13120,หน้าโคก,พระนครศรีอยุธยา
13120,บ้านใหญ่,พระนครศรีอยุธยา
13140,ภาชี,พระนครศรีอยุธยา
13140,โคกม่วง,พระนครศรีอยุธยา
13140,ระโสม,พระนครศรีอยุธยา
13140,หนองน้ำใส,พระนครศรีอยุธยา
13140,ดอนหญ้านาง,พระนครศรีอยุธยา
13140,ไผ่ล้อม,พระนครศรีอยุธยา
13140,กระจิว,พระนครศรีอยุธยา
13140,พระแก้ว,พระนครศรีอยุธยา
13230,ลาดบัวหลวง,พระนครศรีอยุธยา
13230,หลักชัย,พระนครศรีอยุธยา
13230,สามเมือง,พระนครศรีอยุธยา
13230,พระยาบันลือ,พระนครศรีอยุธยา
13230,สิงหนาท,พระนครศรีอยุธยา
13230,คู้สลอด,พระนครศรีอยุธยา
13230,คลองพระยาบันลือ,พระนครศรีอยุธยา
13170,ลำตาเสา,พระนครศรีอยุธยา
13170,บ่อตาโล่,พระนครศรีอยุธยา
13170,วังน้อย,พระนครศรีอยุธยา
13170,ลำไทร,พระนครศรีอยุธยา
13170,สนับทึบ,พระนครศรีอยุธยา
13170,พยอม,พระนครศรีอยุธยา
13170,หันตะเภา,พระนครศรีอยุธยา
13170,วังจุฬา,พระนครศรีอยุธยา
13170,ข้าวงาม,พระนครศรีอยุธยา
13170,ชะแมบ,พระนครศรีอยุธยา
13110,เสนา,พระนครศรีอยุธยา
13110,บ้านแพน,พระนครศรีอยุธยา
13110,เจ้าเจ็ด,พระนครศรีอยุธยา
13110,สามกอ,พระนครศรีอยุธยา
13110,บางนมโค,พระนครศรีอยุธยา
13110,หัวเวียง,พระนครศรีอยุธยา
13110,มารวิชัย,พระนครศรีอยุธยา
13110,บ้านโพธิ์,พระนครศรีอยุธยา
13110,รางจรเข้,พระนครศรีอยุธยา
13110,บ้านกระทุ่ม,พระนครศรีอยุธยา
13110,บ้านแถว,พระนครศรีอยุธยา
13110,ชายนา,พระนครศรีอยุธยา
13110,สามตุ่ม,พระนครศรีอยุธยา
13110,ลาดงา,พระนครศรีอยุธยา
13110,ดอนทอง,พระนครศรีอยุธยา
13110,บ้านหลวง,พระนครศรีอยุธยา
13110,เจ้าเสด็จ,พระนครศรีอยุธยา
13270,บางซ้าย,พระนครศรีอยุธยา
13270,แก้วฟ้า,พระนครศรีอยุธยา
13270,เต่าเล่า,พระนครศรีอยุธยา
13270,ปลายกลัด,พระนครศรีอยุธยา
13270,เทพมงคล,พระนครศรีอยุธยา
13270,วังพัฒนา,พระนครศรีอยุธยา
13210,คานหาม,พระนครศรีอยุธยา
13210,บ้านช้าง,พระนครศรีอยุธยา
13210,สามบัณฑิต,พระนครศรีอยุธยา
13210,บ้านหีบ,พระนครศรีอยุธยา
13210,หนองไม้ซุง,พระนครศรีอยุธยา
13210,อุทัย,พระนครศรีอยุธยา
13210,เสนา,พระนครศรีอยุธยา
13210,หนองน้ำส้ม,พระนครศรีอยุธยา
13210,โพสาวหาญ,พระนครศรีอยุธยา
13210,ธนู,พระนครศรีอยุธยา
13210,ข้าวเม่า,พระนครศรีอยุธยา
13150,หัวไผ่,พระนครศรีอยุธยา
13150,กะทุ่ม,พระนครศรีอยุธยา
13150,มหาราช,พระนครศรีอยุธยา
13150,น้ำเต้า,พระนครศรีอยุธยา
13150,บางนา,พระนครศรีอยุธยา
13150,โรงช้าง,พระนครศรีอยุธยา
13150,เจ้าปลุก,พระนครศรีอยุธยา
13150,พิตเพียน,พระนครศรีอยุธยา
13150,บ้านนา,พระนครศรีอยุธยา
13150,บ้านขวาง,พระนครศรีอยุธยา
13150,ท่าตอ,พระนครศรีอยุธยา
13150,บ้านใหม่,พระนครศรีอยุธยา
13240,บ้านแพรก,พระนครศรีอยุธยา
13240,บ้านใหม่,พระนครศรีอยุธยา
13240,สำพะเนียง,พระนครศรีอยุธยา
13240,คลองน้อย,พระนครศรีอยุธยา
13240,สองห้อง,พระนครศรีอยุธยา
14000,ตลาดหลวง,อ่างทอง
14000,บางแก้ว,อ่างทอง
14000,ศาลาแดง,อ่างทอง
14000,ป่างิ้ว,อ่างทอง
14000,บ้านแห,อ่างทอง
14000,ตลาดกรวด,อ่างทอง
14000,มหาดไทย,อ่างทอง
14000,บ้านอิฐ,อ่างทอง
14000,หัวไผ่,อ่างทอง
14000,จำปาหล่อ,อ่างทอง
14000,โพสะ,อ่างทอง
14000,บ้านรี,อ่างทอง
14000,คลองวัว,อ่างทอง
14000,ย่านซื่อ,อ่างทอง
14140,จรเข้ร้อง,อ่างทอง
14140,ไชยภูมิ,อ่างทอง
14140,ชัยฤทธิ์,อ่างทอง
14140,เทวราช,อ่างทอง
14140,ราชสถิตย์,อ่างทอง
14140,ไชโย,อ่างทอง
14140,หลักฟ้า,อ่างทอง
14140,ชะไว,อ่างทอง
14140,ตรีณรงค์,อ่างทอง
14130,บางปลากด,อ่างทอง
14130,ป่าโมก,อ่างทอง
14130,สายทอง,อ่างทอง
14130,โรงช้าง,อ่างทอง
14130,บางเสด็จ,อ่างทอง
14130,นรสิงห์,อ่างทอง
14130,เอกราช,อ่างทอง
14130,โผงเผง,อ่างทอง
14120,อ่างแก้ว,อ่างทอง
14120,อินทประมูล,อ่างทอง
14120,บางพลับ,อ่างทอง
14120,หนองแม่ไก่,อ่างทอง
14120,รำมะสัก,อ่างทอง
14120,บางระกำ,อ่างทอง
14120,โพธิ์รังนก,อ่างทอง
14120,องครักษ์,อ่างทอง
14120,โคกพุทรา,อ่างทอง
14120,ยางช้าย,อ่างทอง
14120,บ่อแร่,อ่างทอง
14120,ทางพระ,อ่างทอง
14120,สามง่าม,อ่างทอง
14120,บางเจ้าฉ่า,อ่างทอง
14120,คำหยาด,อ่างทอง
14150,แสวงหา,อ่างทอง
14150,ศรีพราน,อ่างทอง
14150,บ้านพราน,อ่างทอง
14150,วังน้ำเย็น,อ่างทอง
14150,สีบัวทอง,อ่างทอง
14150,ห้วยไผ่,อ่างทอง
14150,จำลอง,อ่างทอง
